number,ortho,mean
4553,roidemnny,-0.6611377
2236,gudgig,-0.66033779
2919,lerau,-0.659397131
2929,levygroy,-0.659154285
3268,mooneb,-0.659041399
110,akyforth,-0.658399894
2182,goodiski,-0.65788086
3835,orcidray,-0.657368622
1637,erdaccy,-0.656050512
4081,ozomang,-0.656030681
5425,uccuum,-0.655537948
5043,surficio,-0.654857612
5556,uresh,-0.654132519
530,ayreast,-0.653852498
5689,verjar,-0.653806762
6057,zebbuous,-0.653509965
3656,oflout,-0.653468632
2416,icapprium,-0.653098235
2098,gelv,-0.653012151
41,adalaun,-0.652993166
1442,ebrull,-0.652771564
4557,roilyderth,-0.652684009
3200,mierdicia,-0.652550713
4221,phinzym,-0.652204319
3033,lounjo,-0.651843606
5143,thedrahaw,-0.650855513
5106,tepoys,-0.650615792
5562,urgico,-0.649025414
2092,geckimshaw,-0.64795066
4663,saput,-0.647087496
2048,garbuo,-0.646446752
2842,kypec,-0.645509245
5600,usto,-0.643934291
955,chiffeda,-0.64377423
1895,finybeys,-0.643502132
2586,ivun,-0.643139069
5469,ummione,-0.643111447
4220,phinau,-0.642963867
3735,olockger,-0.642924556
2903,learocud,-0.642863173
5517,uppinga,-0.641766226
4029,ousseat,-0.641307808
2474,imelked,-0.641065832
3924,ortupso,-0.640735053
5090,tazzag,-0.640660007
592,bcrack,-0.640308214
5431,uddedia,-0.639786744
1578,enob,-0.639398838
1598,eportinch,-0.639322688
4615,ruju,-0.638059028
6066,zianitual,-0.63766215
4066,owlam,-0.637339574
1507,eglephin,-0.63720962
4013,ounsaw,-0.637071395
4178,peroi,-0.636952444
5491,unetosh,-0.635258008
5446,uffshed,-0.634024371
3687,oinki,-0.633973282
152,alsocs,-0.633390756
3794,oplap,-0.633236914
2878,lartheseach,-0.632155104
3000,lomardip,-0.631482259
4334,poutio,-0.631380029
96,aggersa,-0.630952355
2105,gerpay,-0.630845971
4880,sminook,-0.630064118
1592,ephaz,-0.629056056
5993,yeasthemmy,-0.628978379
2386,hummymoo,-0.628619169
5778,voradi,-0.627752565
2855,ladjurius,-0.627098803
4666,sarguapia,-0.626839221
635,bierout,-0.626399862
1977,founjets,-0.625264408
3126,mamboof,-0.624399332
3881,ormatcut,-0.62387659
2539,irop,-0.62373952
5440,uddit,-0.623282982
991,churchiv,-0.623237968
1254,detorciph,-0.622973636
3155,mayhemboo,-0.622897681
5026,suetobs,-0.622862405
5298,tivagap,-0.622536757
518,aymorbeal,-0.622242393
297,arionift,-0.620690832
3945,osgenoun,-0.620391442
3436,niamph,-0.619090263
3875,orgygo,-0.61871354
3054,loyaln,-0.617891514
1695,eroja,-0.617833194
738,bowga,-0.617227188
2334,hekim,-0.616462123
4251,pintuo,-0.615451718
5901,wherachu,-0.614931339
3179,meowv,-0.614669004
2358,heudo,-0.613792814
5047,surpeashish,-0.613291133
1084,cossajar,-0.613172601
2315,hatcud,-0.61233898
1553,emlob,-0.61195437
1844,favaun,-0.611709255
1635,ercresby,-0.611579974
2990,loinuum,-0.611567464
359,ashaysan,-0.611346344
508,ayfan,-0.610905466
2574,itous,-0.610496248
5069,tamounto,-0.610433189
5402,twarda,-0.610063874
2760,kedul,-0.60999176
2773,kerculch,-0.609545045
459,autarctroy,-0.608572352
4312,portionou,-0.607810888
1492,effrother,-0.607648893
3714,okayelsh,-0.606769412
5173,thetig,-0.606748582
5457,ulltoff,-0.606139966
2630,jaspelur,-0.605347621
396,ateuth,-0.605292168
1167,dabsur,-0.604619726
2909,leglogia,-0.603976603
4238,pibeg,-0.603918218
1647,erflew,-0.602561423
2669,jocak,-0.602529192
5720,vinoem,-0.601695114
5829,wagerrat,-0.600669809
5961,wounedd,-0.599909531
1776,eveytium,-0.59967491
5017,subtlab,-0.599264154
4502,reoticher,-0.598815751
840,cazimshaw,-0.598176993
2696,jordriot,-0.597900537
149,alrug,-0.59748868
5828,wafteor,-0.596967436
4576,roplo,-0.595447568
5783,vorsleaf,-0.595018405
3892,ornif,-0.594942773
3689,oinktec,-0.59469187
4188,peum,-0.594533254
744,boyalch,-0.594321239
2405,iaggy,-0.593928363
4635,rybeckshaw,-0.592454723
1015,cibiad,-0.592187866
4547,roftio,-0.591919926
2871,larcharg,-0.591496063
4968,sphel,-0.59125956
4090,pajo,-0.591080917
5758,vollywa,-0.590959489
2367,higgerud,-0.590928818
1734,essueather,-0.5906689
3330,murdaki,-0.59061297
3765,onciph,-0.590520195
3750,omerf,-0.590468333
2112,gethre,-0.590460414
2469,iloth,-0.58955151
3226,mitaph,-0.588865226
2183,goofadher,-0.588468566
612,beniv,-0.587423528
3359,naki,-0.586292701
4850,skedbust,-0.585730945
5340,totloff,-0.585233704
3903,orphygo,-0.584938538
3014,looscor,-0.584308073
5284,tialuor,-0.584271423
249,arboicer,-0.583758208
2610,jagmis,-0.582348586
5879,wepha,-0.581542256
2526,irkemom,-0.581040569
1617,erasu,-0.58006775
4930,sookingum,-0.579139954
1331,doyennia,-0.579132379
15,accuch,-0.579129455
587,bauchelout,-0.578632175
910,charofud,-0.577959138
3510,nouga,-0.577869724
2746,kahawky,-0.577560704
2899,leadua,-0.576902086
384,asserscly,-0.576198029
13,acarquois,-0.575766423
3634,odkinny,-0.575765742
348,artmeroy,-0.575444343
5415,tyteach,-0.575101178
3608,ociousus,-0.574777792
2988,logroit,-0.573783
2813,knivul,-0.573673776
4108,pareoso,-0.572448056
4122,patiae,-0.572360681
5934,woolmia,-0.572054864
5978,yardifam,-0.571432582
2475,imlops,-0.570544567
5752,voilysium,-0.570288375
924,cheatiaro,-0.570115706
198,anmenout,-0.570111925
2554,issol,-0.569899422
5192,thirdarb,-0.569102583
2670,joctia,-0.569038397
4727,shallspi,-0.568406194
1515,elajar,-0.568292761
4584,rothezi,-0.567631122
120,alkoch,-0.567315215
1639,erdark,-0.567071503
5447,ugbiddler,-0.566895436
3135,mapki,-0.565844259
4964,sphal,-0.565813854
3016,loporti,-0.565710971
4380,puln,-0.565065872
941,chervazoo,-0.564325056
2454,ifter,-0.563582025
3426,netherzeph,-0.56338881
3329,murchi,-0.562970951
637,bietium,-0.562817388
4563,rolocouth,-0.561497852
2230,grustia,-0.560618196
1414,easlynurb,-0.560458693
1093,cowadher,-0.559960429
2184,googamoun,-0.55975198
380,asmiater,-0.559351022
4821,shuanos,-0.558553009
1296,dolllne,-0.558516466
5581,uscowl,-0.558257201
3497,norkidium,-0.556733628
3814,orbao,-0.556569884
1898,firloi,-0.555742307
3891,ornazy,-0.55571129
2914,lenemooth,-0.555256606
1632,erchipia,-0.55441426
1292,doilyan,-0.55412916
4337,powelrt,-0.553509515
79,affreap,-0.553080224
3974,othersi,-0.552636988
3859,oreg,-0.552335496
1477,edrouch,-0.552304869
5176,thezerburg,-0.552257771
2562,iterstam,-0.551593819
533,aystia,-0.550999757
4191,phaeleoso,-0.550840505
1364,ducuo,-0.550465966
2404,iador,-0.550071663
3275,morbao,-0.549769933
429,auchepull,-0.549430548
4355,pronp,-0.549102822
4735,shapplarch,-0.549093272
5982,yarndius,-0.548536957
2958,lladia,-0.54822139
4803,shrito,-0.548041721
2244,gulrussy,-0.547660064
4708,sertellth,-0.547465437
5971,yalb,-0.547439808
2202,gorsior,-0.546642978
3615,octeuth,-0.546075042
725,bosspurp,-0.545536818
4314,portizym,-0.545157994
4934,sordna,-0.545129742
3013,looplud,-0.544262663
1266,dirtinga,-0.543430093
1013,ciald,-0.542917752
1495,egamoun,-0.54166638
843,ceboo,-0.540942866
512,ayleap,-0.540545214
3274,moquiad,-0.540206913
4058,owenerjerk,-0.539893395
101,agoufort,-0.539387414
5343,tousalung,-0.539355387
5597,ussip,-0.539045844
2619,jamodyn,-0.538660345
3843,ordeag,-0.537667214
2298,hanosheff,-0.536288964
4286,pogmi,-0.535883988
550,baccud,-0.534865492
1192,dapriod,-0.534479311
4257,pivow,-0.534213401
3385,nausalm,-0.533481798
789,burthenth,-0.532654333
781,burgoph,-0.532469658
5730,virdar,-0.532450387
626,biantosh,-0.532282299
4916,soietalls,-0.532149479
1152,cusbia,-0.531513997
5290,tilfrush,-0.531138911
5890,werverzed,-0.531128075
4014,ounsooth,-0.530658941
3950,ospeash,-0.529466451
283,argellth,-0.527930281
122,alksa,-0.5271131
3094,luthasphy,-0.526945077
2090,gazumph,-0.526891678
5407,twersia,-0.526558292
5738,vocau,-0.526413577
237,apposo,-0.526216306
1275,dobnosh,-0.526020195
1175,daic,-0.525894709
5449,uggisbirth,-0.525773441
3332,murdib,-0.525697488
2303,hariarc,-0.524791674
2471,imadud,-0.524615872
5230,thrua,-0.524502336
1663,ergermads,-0.523686162
3045,loutisual,-0.52366831
1395,dymafoul,-0.523657443
2523,irek,-0.52346086
1873,fervousi,-0.52340259
4491,rearogo,-0.523397761
2843,kypor,-0.522206004
2017,fullywa,-0.521014795
1802,eyllia,-0.520346496
6035,yuccapoon,-0.520320576
4633,rustnjoy,-0.519329658
382,asmop,-0.518945537
3978,otiff,-0.517788886
3946,osmeti,-0.517325239
5877,wedodows,-0.517209811
1807,ezzi,-0.516672002
255,arbuz,-0.516519946
5776,vooduko,-0.516330896
2269,gwig,-0.515971368
1045,cobbycer,-0.515030844
1738,estpea,-0.514689761
5990,yeaseak,-0.514620355
1189,danzog,-0.514486849
2196,goosofall,-0.514047598
128,allblaro,-0.513374114
2331,heffether,-0.513196939
207,antua,-0.512139349
2411,ibosh,-0.512038778
885,chalkoch,-0.512021167
1766,eugab,-0.510998792
1394,dycoo,-0.510956558
5813,vunglud,-0.51094795
4452,raneurn,-0.50991762
3965,oteat,-0.509792253
1944,follybou,-0.509763
5064,tacha,-0.509485456
3176,menig,-0.509026503
1737,estirts,-0.508038551
493,awangst,-0.507607271
5229,throuzo,-0.506555581
4168,perfleth,-0.506328505
2052,gareak,-0.505779061
400,atheoca,-0.504930242
410,atlicser,-0.504018067
865,ceriuma,-0.503465836
1101,coyotaph,-0.503359115
974,chitaph,-0.503231826
3799,oppivows,-0.502939119
1667,erianing,-0.501187595
3754,ommuer,-0.50079383
1473,edonnellth,-0.500531799
4288,poisabath,-0.500483594
1727,esierrian,-0.500292467
145,almizo,-0.500272643
470,auxald,-0.500134552
4298,poolymaws,-0.499624438
5657,vatiumph,-0.499269972
2751,kauripped,-0.499171547
500,awsob,-0.498776971
4181,pesbia,-0.498636052
4653,salseri,-0.498399526
1523,eleuph,-0.497972917
1057,collre,-0.497273432
1959,fopstath,-0.497241993
583,bassacosh,-0.497195044
6036,yuccosh,-0.49710039
1214,dauntorpy,-0.496767077
5613,utun,-0.496405727
1480,edul,-0.496204129
1859,feoso,-0.496172196
3785,oozishes,-0.494521442
1479,educraw,-0.494049174
3671,ogruffed,-0.493888455
2800,kivun,-0.493678879
3059,lual,-0.492311865
3708,oistizer,-0.49223644
4898,soanow,-0.49169183
3331,murdavo,-0.491104525
212,aortatel,-0.490461676
106,ajobar,-0.489510129
4362,psing,-0.488920134
685,boistath,-0.488822088
4639,rymnatha,-0.488399641
6071,zimush,-0.487489793
1038,clewso,-0.487299565
5318,tonknow,-0.485073654
1856,feluch,-0.484250429
4783,shinnoit,-0.484210112
5856,washascow,-0.483840117
3089,lurnyes,-0.483589652
3286,morgmyth,-0.483549953
4016,ounsplead,-0.483162988
3345,myelos,-0.482947539
2658,jesu,-0.482794405
1838,fathazoo,-0.482463713
717,borslurch,-0.482234788
1382,duvega,-0.481772488
3821,orbeloit,-0.481589762
4015,ounspaws,-0.481395923
2656,jerndler,-0.481347736
1278,docashmer,-0.481275533
2054,gargob,-0.481018733
4677,sauriad,-0.480776325
1109,crallf,-0.480515083
4056,oweloy,-0.47997895
832,casuanoia,-0.479691324
4771,sherucer,-0.479457599
3067,luenual,-0.478783491
516,aymels,-0.47847326
5096,telua,-0.478469078
4396,pusbia,-0.478041706
5375,tuctulm,-0.477114581
5492,ungaws,-0.476740977
1819,falwa,-0.476714638
3130,mamph,-0.475957542
1336,dradopa,-0.475887611
2014,fullowth,-0.475019664
3065,luen,-0.47369597
3439,nianit,-0.473262415
5823,wackria,-0.473217244
230,apiculn,-0.473150404
3184,mersstalk,-0.472080252
2086,gawpip,-0.471963784
2685,jongroy,-0.471956481
4280,pocknual,-0.471261357
1435,ebbinth,-0.469601739
2693,jordna,-0.469119757
5915,wiviar,-0.468612062
5271,thycrawm,-0.468423407
2500,inkrut,-0.467917352
5916,wivun,-0.467725813
1176,dakavoid,-0.466894343
3915,ortillab,-0.466532065
5209,thiuma,-0.466082364
4210,phenog,-0.46548685
2396,hutets,-0.465277244
2598,jablu,-0.464723236
102,agrianth,-0.464201855
1746,eterbopper,-0.463896309
272,ardnathem,-0.462681227
4775,shesurp,-0.460831251
5339,totisual,-0.460597421
4851,skerchediy,-0.45854126
3069,luffenoun,-0.458496874
5115,teroi,-0.458057756
5456,ullia,-0.457816518
1721,erzonart,-0.457617787
5949,wordiv,-0.457375055
4823,shuddeno,-0.457001762
4357,proue,-0.455534897
2402,hypernd,-0.455009397
5268,thwatual,-0.454366325
4597,royalleg,-0.454360493
3740,oluf,-0.454143188
3986,otowish,-0.453962907
2156,gluor,-0.453450404
4637,ryherd,-0.453318268
997,churlither,-0.45300789
1381,duuds,-0.452755998
23,achatilla,-0.452433081
1906,flali,-0.452070783
2555,itacoil,-0.451830692
472,auxerviar,-0.45151797
1749,ethacoit,-0.451405516
5862,waubernat,-0.451294844
234,appinurch,-0.451283579
3166,mectaf,-0.451277265
3919,ortob,-0.450874438
4668,sarmog,-0.450310485
1708,erspouch,-0.450122409
3114,magangut,-0.450076288
1497,egauss,-0.449847588
3860,orfeud,-0.448889195
4981,sponktia,-0.448658596
2456,igarbuffed,-0.447906656
484,avleo,-0.447862747
534,aystian,-0.44731274
407,athroo,-0.446953107
2913,lemurch,-0.446623394
1179,damfro,-0.446414946
1066,cookersa,-0.445940577
5408,twerv,-0.445898224
4645,saggizoa,-0.444921485
2414,ibrowdy,-0.444428678
2049,garcosh,-0.442625694
4704,serbono,-0.442063571
5484,unchitual,-0.441562433
3929,orys,-0.44146499
2478,immifor,-0.441121189
3379,narlosh,-0.441014175
3471,nogeck,-0.440934901
332,arthralm,-0.440124432
4037,outinth,-0.440055267
3668,ognither,-0.439942954
337,arthrizo,-0.439290073
5841,wakyrood,-0.43877276
3625,oddlywal,-0.438357237
3393,neapadger,-0.438302906
1081,cosgea,-0.43808265
4845,siumoloid,-0.43779393
1207,daspuss,-0.43778417
3019,lordadych,-0.43770528
6044,zalogia,-0.437553123
2132,girlether,-0.437429008
6077,zithither,-0.436504252
1307,dooglub,-0.436146912
3057,loyerto,-0.435960986
5140,thanzym,-0.435888551
1693,erockshaw,-0.435695911
2447,iessy,-0.435364443
2242,gulgaler,-0.43444504
4437,radheria,-0.433935557
5041,surcheso,-0.433810582
1765,etus,-0.433423989
5897,whatik,-0.433361617
4669,sashesy,-0.432289803
5051,sustloyer,-0.43209353
1139,curdynaff,-0.432041885
3922,ortroth,-0.43178525
2694,jordrads,-0.431246436
739,bowgrea,-0.430793188
542,azoomica,-0.429912914
1903,fivam,-0.429848864
5380,tunersa,-0.429533546
2203,gorsotish,-0.429159218
1032,clangoob,-0.428145354
1624,erchanth,-0.427729282
3254,moistorp,-0.42742495
2519,iquetuary,-0.426910041
2603,jacea,-0.426825768
5418,uarius,-0.426722139
134,allsish,-0.426035212
309,arniv,-0.425746013
144,almidorso,-0.425398657
5501,unnener,-0.423506303
3602,ocasot,-0.423249228
5555,urchuping,-0.423205634
310,arofoun,-0.423131606
1343,dreav,-0.422782295
3698,ointroin,-0.422486992
4447,rallowt,-0.422324625
1444,ebserv,-0.42225795
2467,ilned,-0.421861761
969,chirpech,-0.421531537
3944,osgelium,-0.420781237
3043,loutilt,-0.419691979
5061,swoopatha,-0.419690796
202,annoyaloit,-0.419597109
3745,omamos,-0.41910107
2107,gerseaser,-0.418717274
6051,zanif,-0.418612989
2854,ladjady,-0.418175703
466,authetseat,-0.41744464
6104,zurkacea,-0.416187012
3697,ointraw,-0.416175954
4284,poemooth,-0.416131663
2047,ganow,-0.416041307
1460,ectupois,-0.415479673
4453,rangoob,-0.414703091
1681,ermacar,-0.414515639
3751,omik,-0.413668843
1014,ciamersheath,-0.41337664
2590,jabduous,-0.412731055
4923,somnams,-0.412631627
5842,walkol,-0.412119903
2858,laftim,-0.411815995
5677,vemb,-0.411641466
3960,osthet,-0.410221633
966,chingran,-0.410151463
2979,lodgerpia,-0.409832009
4890,snomyer,-0.409039781
5960,woundov,-0.408935746
2764,kellth,-0.408730808
2255,gurkick,-0.408644824
1182,dandac,-0.408205796
6072,zircog,-0.408110854
4526,richu,-0.407913262
5198,thirdigar,-0.407479861
868,cernoem,-0.407272388
724,bosoroue,-0.407161802
2501,inlawact,-0.406352068
3293,morseng,-0.406272313
2681,jolma,-0.406043924
860,cemoer,-0.405841152
3797,oppersawin,-0.405146222
1333,doyenthian,-0.404722834
5202,thisec,-0.404649651
5443,uddygang,-0.404442441
2969,llieroy,-0.404327717
1973,founcia,-0.403940007
489,avoya,-0.403784171
3802,oprappy,-0.403475399
3840,ordadorder,-0.402581892
5458,ulveno,-0.401373215
260,arcessuln,-0.401237716
2828,koutich,-0.400798113
1678,erkong,-0.399549179
1550,emiaroid,-0.398415624
2187,googi,-0.398285062
5780,vornad,-0.397894507
573,barcecouth,-0.397779565
281,argdadder,-0.397631127
1706,ersink,-0.397027213
327,arstung,-0.396262486
306,armpi,-0.396224332
3658,ofluria,-0.396076793
6098,zoukly,-0.395777414
4330,pouteloid,-0.395400417
5858,wasivo,-0.395387138
1657,ergem,-0.394778982
4120,passowa,-0.394762692
3764,omtops,-0.393796727
2333,hegisbur,-0.393654211
2172,gondyer,-0.393597202
5773,voodonk,-0.391838343
839,cavyjam,-0.391036387
1761,etord,-0.390269773
5110,terculi,-0.389848172
1168,dacerb,-0.389602989
1132,culv,-0.388654054
701,boogawky,-0.388168171
4289,poldspor,-0.388139449
1347,drevring,-0.387943114
393,atervo,-0.386466724
4476,raumoser,-0.386091568
3819,orbegarm,-0.385788801
2369,hiklia,-0.385330992
4022,ourdo,-0.384651035
1389,dwid,-0.384476584
4963,sphagoon,-0.38442946
2887,lauctia,-0.384276537
2173,gongoo,-0.384151174
2726,jumlog,-0.383979304
1579,enoia,-0.38285362
3356,nafoul,-0.382072784
1705,erseng,-0.38186755
4187,peturock,-0.381726012
970,chirplout,-0.381284048
1501,eggisburp,-0.380333446
859,cemnerea,-0.380255528
1321,doutip,-0.379975771
3101,lymoo,-0.379837341
2947,lirashea,-0.379668183
4371,pubbysium,-0.378973255
4555,roiet,-0.378910552
5566,urgund,-0.378228957
3710,oistord,-0.378014711
1377,durquois,-0.377879452
3555,nyell,-0.377800874
3561,oasimood,-0.377646981
2248,gundeb,-0.377373432
5287,tiaraum,-0.377194492
4096,papong,-0.376108241
5533,uraud,-0.375887402
4822,shuckya,-0.375746692
5998,yencuff,-0.375433458
1801,eycalld,-0.374634866
2327,heatwersia,-0.374593234
82,aftich,-0.374454016
4219,philonk,-0.37350597
940,cheru,-0.373222304
5506,unsar,-0.372773863
1956,footsa,-0.372141154
2250,gurdazoo,-0.371918434
3391,nazoo,-0.369696795
3427,nethre,-0.369392613
2724,juglion,-0.369305962
1365,duddyjab,-0.368273761
5703,verzessium,-0.367422502
3565,obbiffy,-0.367137758
3338,murphyessy,-0.366728547
1529,ellercheak,-0.366592698
5400,twam,-0.365762585
3021,lornacia,-0.365747674
3598,ocago,-0.36573699
81,afrannoys,-0.364840124
4119,passloun,-0.363489752
5036,sulvio,-0.363179843
2288,halko,-0.362996328
5766,voodet,-0.362943255
4480,rayalucked,-0.362648469
343,arthrucoa,-0.362451578
4995,squitibia,-0.362369315
2576,ivam,-0.362356507
2351,herptilth,-0.362069163
4942,sotelloch,-0.361915936
4474,ratulf,-0.361858589
2309,harzia,-0.361541777
1128,cuddinga,-0.36146587
5086,tathlop,-0.36088155
5837,wakinga,-0.360445082
6069,zidda,-0.358920452
898,chaptibor,-0.358569266
2600,jabsels,-0.358195088
4132,peacypert,-0.357749477
694,bonaynt,-0.357701696
928,checosher,-0.357611403
1884,fiboffed,-0.357566923
2505,inosh,-0.356471949
5815,vungstia,-0.356328562
1267,disgulg,-0.355335434
3646,offabish,-0.355254021
3051,loyalch,-0.354495546
3831,orburthemy,-0.35433358
2391,hurspium,-0.353190717
387,asspreb,-0.352725616
307,arnegagger,-0.351860233
973,chisia,-0.351672797
190,angstroof,-0.35138458
3609,ocis,-0.351216191
3077,luppivia,-0.350548952
1165,czarium,-0.350499491
5684,ventoop,-0.350373618
1537,elstual,-0.350057306
3532,nullgroo,-0.348744277
4678,saururius,-0.347853208
5981,yarduum,-0.347706029
627,biantuum,-0.347622697
2031,futarch,-0.346518638
78,afflurb,-0.346382469
1585,enun,-0.34636791
5174,thetsoda,-0.346313578
2482,inad,-0.34577111
616,beru,-0.345592705
5924,wolltrowl,-0.344168806
27,ackmeroy,-0.343874358
244,arani,-0.341916026
2033,gabbeser,-0.341789563
5910,winunth,-0.341169888
1651,erfus,-0.339891701
4820,shryria,-0.339749181
3736,olodorf,-0.339725665
5845,walsior,-0.338276077
4501,reost,-0.338111159
603,beforthef,-0.337976273
3504,normuum,-0.337931229
3747,omburp,-0.337828626
4171,perjureach,-0.337534531
620,bewaryo,-0.337471727
2316,hatroun,-0.337187059
3720,olackdaw,-0.336709012
1117,croofo,-0.336616009
4419,quallf,-0.336430488
871,cerpsala,-0.336130439
2534,irloid,-0.335771203
1211,daudusa,-0.335626633
4266,plongoos,-0.335194591
2963,llego,-0.335124699
2097,geln,-0.335035864
5876,wedip,-0.334957849
169,amodarked,-0.334873538
404,athleth,-0.334861638
139,almashmium,-0.334173533
4874,smarv,-0.334116892
4559,rolawang,-0.33379188
4045,oveloit,-0.333605848
3096,lyarnish,-0.333203806
6042,zali,-0.33270614
2060,garktop,-0.332268433
4089,pajet,-0.331831696
615,bertorts,-0.331365167
308,arnif,-0.331092052
5747,vogroy,-0.330962278
5931,woofazer,-0.330179027
5573,urquans,-0.330005171
4420,quarop,-0.328900604
5647,varsu,-0.328836538
3865,orgafe,-0.328702555
899,chaptu,-0.327976836
2728,junash,-0.326968922
5729,viravo,-0.326479731
2832,kunkfoil,-0.32627329
5700,vertsead,-0.326204693
2989,loidoroll,-0.32526646
1075,corgiteor,-0.325043083
5832,wagoof,-0.3248283
692,bomerg,-0.324557636
4440,radotio,-0.324409556
1436,ebbishy,-0.324085444
1641,ereath,-0.32328012
5572,urmoir,-0.322241802
772,buddyb,-0.32148789
3796,opog,-0.321466272
3793,opito,-0.320965086
986,chupt,-0.320336171
1588,epavita,-0.319725055
3205,mikosh,-0.319362588
4262,playl,-0.31917519
3935,osedo,-0.318149911
1747,etert,-0.317049535
2451,iffidius,-0.316770423
2637,jayli,-0.316667742
5725,vionan,-0.316585422
2528,irkituous,-0.316263697
4218,phicsheath,-0.315580062
398,athenu,-0.315549576
3245,mogmy,-0.315250386
3207,milktian,-0.315194093
869,cerpelch,-0.314302086
561,balmejoin,-0.313905322
452,auspio,-0.313672529
5476,umpooch,-0.313602425
1017,cicuff,-0.313051049
1992,frucesy,-0.312874496
4336,powdysurch,-0.312581838
2371,hillm,-0.312093162
4755,shedbly,-0.311982088
2742,jutu,-0.311806994
5377,tufferski,-0.310970699
2920,leroit,-0.310128018
4846,sizoa,-0.309618484
1257,diaserm,-0.308945321
3604,ocazzy,-0.308752044
1750,ethalerno,-0.308721723
1786,evrogerm,-0.308121579
5135,thannoit,-0.307969536
3760,ompub,-0.307556785
5676,velv,-0.307308955
3690,oinktem,-0.306936876
3462,noccasia,-0.305691352
1416,easonds,-0.305580924
3431,neurn,-0.305471072
2502,innab,-0.304915517
3347,myogas,-0.303070676
5560,urgenois,-0.30264969
6006,yesius,-0.30224843
1234,delkims,-0.301455246
6050,zaneur,-0.301311553
1320,douteor,-0.3010193
5702,vervuo,-0.300034197
5464,umcart,-0.299054914
1920,flowmi,-0.296612547
1361,drusa,-0.296449124
98,agimirth,-0.296405746
2195,gooskirl,-0.295848842
3493,nopluch,-0.295811803
2852,lachaff,-0.295006783
3910,orsoans,-0.294552686
401,athleber,-0.293464869
5141,thazoo,-0.293136649
1870,feru,-0.292867521
5070,tamull,-0.292155058
2012,fullfoc,-0.291852772
3622,oddicher,-0.291835046
42,adarb,-0.290276225
465,authetsa,-0.28993336
4099,paqueet,-0.289561773
1941,foiburius,-0.288999742
4769,sheror,-0.288982997
4142,pedtatura,-0.288808477
3703,oistark,-0.288272275
842,ceastong,-0.287847308
4279,pocem,-0.287819879
4674,saucya,-0.287496438
1407,eagown,-0.287219191
5332,tortymas,-0.286916116
650,biturnd,-0.285472967
3154,mayacs,-0.28526647
2397,huti,-0.284993274
5563,urgil,-0.284523768
4003,oundeck,-0.284333084
797,cabuo,-0.283273464
5602,utherner,-0.282954318
2522,irconciam,-0.282454694
376,asmamath,-0.281268583
3383,nassu,-0.280397579
29,acmifier,-0.280289381
4947,sowshapath,-0.280176663
1509,ejec,-0.279873723
1183,dandscarm,-0.279781957
2056,gargoit,-0.279044076
2699,josado,-0.279005334
1548,emci,-0.278620774
2711,jubath,-0.278361657
3895,orofowl,-0.277787403
2301,harboogly,-0.277459952
1359,drublod,-0.277316085
3213,minga,-0.276714245
2706,jousti,-0.276551901
2002,fuffaw,-0.276543742
2272,gyderm,-0.275898195
2825,koaliffed,-0.275427932
3828,orburnoon,-0.274706146
180,andalcha,-0.274550606
5893,wetak,-0.273870232
2614,jamarboil,-0.27381525
992,churlashew,-0.272764418
50,adiumums,-0.272506662
1728,esoms,-0.27070085
2517,ipstark,-0.270436429
5664,vauspout,-0.269765117
2613,jamafoul,-0.269133151
3305,mouercy,-0.268538791
5296,tionybuff,-0.268020623
4649,saicrouch,-0.267922347
352,artsu,-0.26779695
2126,gircosh,-0.267000949
2798,kivermath,-0.266152376
1566,emsa,-0.265669291
74,aeloy,-0.26522504
3285,morgmesh,-0.26484202
1927,flydoz,-0.26417582
1685,ermeandorm,-0.264071244
4333,poutilarm,-0.263029724
121,alkosheld,-0.262657131
4489,realusurf,-0.262474096
1450,ecken,-0.26079173
5149,themou,-0.260725659
256,arcasmec,-0.260386727
1322,dovio,-0.259425578
3496,norcisia,-0.259012454
958,chikimesh,-0.258881763
2040,gallarf,-0.258202343
3117,mahal,-0.258193224
1270,diurnuous,-0.258150176
4193,phaeriter,-0.2581366
1487,effath,-0.257779828
3744,omamer,-0.25770678
1756,ethnicher,-0.257533822
5248,thursior,-0.257087411
1759,ethnytooth,-0.255754964
1068,cookilf,-0.255700971
3109,machu,-0.25520545
2180,goodiazy,-0.255000292
5994,yelcha,-0.254864228
2453,ifornea,-0.254713124
2122,girash,-0.254623987
2782,kiads,-0.25403703
1991,frowsterk,-0.253857971
5512,upeony,-0.253809195
221,aortrousy,-0.253492851
5972,yalc,-0.252635281
462,authefid,-0.25189033
2836,kyday,-0.251339731
5637,vapsut,-0.251287363
4870,slurboa,-0.250362521
1496,egato,-0.250224245
3737,olstarp,-0.249776017
1519,elenturf,-0.249667331
2926,letsu,-0.249414525
3118,mahither,-0.249353615
3872,orgig,-0.249314451
4225,phleg,-0.249043448
4092,palmang,-0.248331078
5309,toida,-0.247125203
3900,orpheuts,-0.245856835
3839,orcuum,-0.245801879
1932,focsorts,-0.245572199
445,aundrora,-0.244774369
1597,eplab,-0.244354385
5535,urbalmsy,-0.24393216
2847,kyroil,-0.24354335
4206,phatiln,-0.243472943
2392,hurto,-0.241700469
4211,phenov,-0.241471751
4449,ralruther,-0.241416831
86,agardroun,-0.241255758
2278,hacme,-0.239690213
3826,orbiv,-0.235970538
4631,russovars,-0.235854195
2754,kaurithy,-0.235295505
3107,macha,-0.235141318
812,callt,-0.234575332
